par_id,user_id,entity_id,tag_name,start_token,length
1912,455426,9764,loc_name,112874,3
1912,456200,10061,loc_name,112874,3
1912,456200,10062,loc_name,112874,1
1912,456200,10063,loc_name,112876,1
1914,111102,9048,loc_name,112889,1
1914,111102,9049,loc_name,112891,1
1914,111102,9050,loc_name,112893,1
1914,111102,9051,loc_name,112895,1
1914,111102,9052,loc_name,112897,1
1914,111102,9053,loc_name,112899,1
1914,111102,9054,loc_name,112901,1
1914,111102,9055,loc_name,112903,1
1914,111102,9056,loc_name,112906,1
1914,111102,9057,loc_name,112908,1
1914,111102,9058,loc_name,112910,1
1914,111102,9059,loc_name,112912,1
1914,111102,9060,loc_name,112914,1
1914,111102,9061,loc_name,112916,1
1914,111102,9062,loc_name,112918,1
1914,111102,9063,loc_name,112920,1
1914,111102,9064,loc_name,112923,1
1914,111102,9065,loc_name,112925,1
1914,111102,9066,loc_name,112927,1
1914,111102,9067,loc_name,112929,1
1914,111102,9068,loc_name,112931,1
1914,111102,9069,loc_name,112933,1
1914,111102,9070,loc_name,112935,1
1914,111102,9071,loc_name,112937,1
1914,111102,9072,loc_name,112940,1
1914,111102,9073,loc_name,112942,1
1914,111102,9074,loc_name,112944,2
1914,111102,9075,loc_name,112947,2
1914,111102,9076,loc_name,112950,3
1914,111102,9077,loc_name,112954,1
1914,111102,9078,loc_name,112956,1
1914,111102,9079,loc_name,112959,1
1914,111102,9080,loc_name,112961,1
1914,455426,9765,loc_name,112889,1
1914,455426,9766,loc_name,112891,1
1914,455426,9767,loc_name,112893,1
1914,455426,9768,loc_name,112895,1
1914,455426,9769,loc_name,112897,1
1914,455426,9770,loc_name,112899,1
1914,455426,9771,loc_name,112901,1
1914,455426,9772,loc_name,112903,1
1914,455426,9773,loc_name,112906,1
1914,455426,9774,loc_name,112908,1
1914,455426,9775,loc_name,112910,1
1914,455426,9776,loc_name,112912,1
1914,455426,9777,loc_name,112914,1
1914,455426,9778,loc_name,112916,1
1914,455426,9779,loc_name,112918,1
1914,455426,9780,loc_name,112920,1
1914,455426,9781,loc_name,112923,1
1914,455426,9782,loc_name,112925,1
1914,455426,9783,loc_name,112927,1
1914,455426,9784,loc_name,112929,1
1914,455426,9785,loc_name,112931,1
1914,455426,9786,loc_name,112933,1
1914,455426,9787,loc_name,112935,1
1914,455426,9788,loc_name,112937,1
1914,455426,9789,loc_name,112940,1
1914,455426,9790,loc_name,112942,1
1914,455426,9791,loc_name,112944,2
1914,455426,9792,loc_name,112947,2
1914,455426,9793,loc_name,112950,3
1914,455426,9794,loc_name,112954,1
1914,455426,9795,loc_name,112956,1
1914,455426,9796,loc_name,112959,3
1914,456280,10075,loc_name,112914,1
1914,456280,10077,loc_name,112889,1
1914,456280,10078,loc_name,112891,1
1914,456280,10079,loc_name,112893,1
1914,456280,10080,loc_name,112895,1
1914,456280,10081,loc_name,112897,1
1914,456280,10082,loc_name,112899,1
1914,456280,10083,loc_name,112901,1
1914,456280,10084,loc_name,112903,1
1914,456280,10085,loc_name,112923,1
1914,456280,10086,loc_name,112920,1
1914,456280,10087,loc_name,112918,1
1914,456280,10089,loc_name,112916,1
1914,456280,10090,loc_name,112912,1
1914,456280,10091,loc_name,112910,1
1914,456280,10093,loc_name,112908,1
1914,456280,10094,loc_name,112906,1
1914,456280,10095,loc_name,112925,1
1914,456280,10096,loc_name,112927,1
1914,456280,10097,loc_name,112929,1
1914,456280,10098,loc_name,112931,1
1914,456280,10099,loc_name,112933,1
1914,456280,10100,loc_name,112935,1
1914,456280,10101,loc_name,112937,1
1914,456280,10102,loc_name,112940,1
1914,456280,10104,loc_name,112956,1
1914,456280,10105,loc_name,112954,1
1914,456280,10106,loc_name,112950,3
1914,456280,10107,loc_name,112947,2
1914,456280,10108,loc_name,112944,2
1914,456280,10109,loc_name,112942,1
1914,456280,10110,loc_name,112959,1
1914,456280,10111,loc_name,112961,1
1915,111102,9081,loc_name,112976,1
1915,111102,9082,loc_name,112978,1
1915,455426,9798,loc_name,112976,3
1915,455852,10253,loc_name,112976,1
1915,455852,10255,loc_name,112978,1
1915,456280,10113,loc_name,112976,1
1915,456280,10114,loc_name,112978,1
1916,111102,9085,loc_name,113007,1
1916,111102,9950,loc_name,112996,1
1916,455426,9799,loc_name,112996,1
1916,455426,9800,loc_name,113007,1
1916,455852,10254,loc_name,112996,1
1916,455852,10256,loc_name,113007,1
1916,456280,10115,loc_name,112996,1
1916,456280,10116,loc_name,113007,1
1917,111102,9086,loc_name,113027,1
1917,455426,9801,loc_name,113027,1
1917,455852,10257,loc_name,113027,1
1917,456280,10117,loc_name,113027,1
1918,111102,9088,org_name,113043,1
1918,111102,9089,org_descr,113044,1
1918,111102,9091,org_descr,113042,1
1918,111102,9092,org_name,113047,1
1918,111102,9093,org_descr,113046,1
1918,111102,9094,loc_name,113057,1
1918,111102,9095,org_name,113080,1
1918,111102,9096,org_name,113085,1
1918,112598,10690,org_descr,113046,1
1918,112598,10691,org_name,113047,1
1918,112598,10692,org_name,113080,1
1918,112598,10693,org_name,113085,1
1918,112598,10695,org_descr,113042,1
1918,112598,10696,loc_name,113043,2
1918,455394,8853,org_name,113085,1
1918,455394,8854,org_name,113043,2
1918,455394,8855,org_descr,113042,1
1918,455394,8856,org_name,113047,1
1918,455394,8857,org_name,113080,1
1918,455394,8858,loc_name,113057,1
1918,455434,9595,org_descr,113042,1
1918,455434,9596,org_name,113043,2
1918,455434,9597,org_descr,113046,1
1918,455434,9598,org_name,113047,1
1918,455434,9599,loc_name,113057,1
1918,455434,9600,org_name,113080,1
1918,455434,9601,loc_name,113085,1
1919,111102,9097,org_name,113110,1
1919,111102,9098,org_name,113112,1
1919,111102,9099,org_name,113130,1
1919,111102,9100,org_name,113141,1
1919,111102,9101,org_name,113160,1
1919,112598,9388,org_name,113110,1
1919,112598,9389,org_name,113112,1
1919,112598,9390,org_name,113130,1
1919,112598,9391,org_name,113141,1
1919,112598,9392,org_name,113160,1
1919,455394,8859,org_name,113110,1
1919,455394,8860,org_name,113112,1
1919,455394,8861,org_name,113130,1
1919,455394,8862,org_name,113141,1
1919,455394,8863,org_name,113160,1
1919,455434,9602,loc_name,113110,1
1919,455434,9603,org_name,113112,1
1919,455434,9604,org_name,113130,1
1919,455434,9605,org_name,113141,1
1919,455434,9606,org_name,113160,1
1920,111102,9102,org_name,113170,1
1920,111102,9103,org_descr,113171,1
1920,111102,9105,org_descr,113169,1
1920,111102,9106,org_name,113177,1
1920,111102,9107,org_descr,113176,1
1920,111102,9108,org_name,113186,1
1920,111102,9109,org_descr,113187,1
1920,111102,9111,job,113185,1
1920,111102,9112,name,113190,1
1920,111102,9113,surname,113191,1
1920,111102,9114,name,113193,1
1920,111102,9115,surname,113194,1
1920,111102,9116,org_name,113197,1
1920,455434,9607,org_descr,113169,1
1920,455434,9608,loc_name,113170,2
1920,455434,9609,org_name,113177,1
1920,455434,9611,loc_name,113186,2
1920,455434,9612,job,113185,5
1920,455434,9613,name,113190,1
1920,455434,9614,surname,113191,1
1920,455434,9615,name,113193,1
1920,455434,9616,surname,113194,1
1920,455434,9617,org_name,113197,1
1920,455474,10351,org_name,113170,2
1920,455474,10352,org_descr,113169,1
